fiscal_year,health_authority,hospital_name,procedure_group,waiting,completed,completed_50th_percentile,completed_90th_percentile
2016/17,All Health Authorities,All Facilities,Esophagectomy,33.0,159.0,3.0,17.3
2016/17,All Health Authorities,All Facilities,Examination Under Anaesthetic,246.0,1010.0,4.7,21.9
2016/17,All Health Authorities,All Facilities,Excision Gynecomastia,108.0,163.0,9.0,38.0
2016/17,All Health Authorities,All Facilities,Excision Lesion/Tumour,532.0,2538.0,4.0,16.8
2016/17,All Health Authorities,All Facilities,Facial Bone Reconstruction,253.0,702.0,5.3,22.0
2016/17,All Health Authorities,All Facilities,Fallopian Tube/Ovarian Surgery,1286.0,3735.0,6.6,24.6
2016/17,All Health Authorities,All Facilities,Fistula Repair - Non Vascular,49.0,177.0,5.0,22.4
2016/17,All Health Authorities,All Facilities,Foot/Ankle Surgery,482.0,770.0,13.9,42.6
2016/17,All Health Authorities,All Facilities,Foreign Body Removal Surgery,48.0,231.0,3.3,13.1
2016/17,All Health Authorities,All Facilities,Fracture Repair,156.0,1099.0,0.9,13.2
2016/17,All Health Authorities,All Facilities,Free Flap Graft,24.0,108.0,3.6,16.9
2016/17,All Health Authorities,All Facilities,Gastrostomy/Jejunostomy,17.0,80.0,3.4,13.9
2016/17,All Health Authorities,All Facilities,Hand/Wrist Surgery,666.0,2285.0,6.9,26.1
2016/17,All Health Authorities,All Facilities,Hernia Repair - Abdominal,4418.0,12562.0,8.7,30.7
2016/17,All Health Authorities,All Facilities,Hernia Repair - Hiatal,144.0,288.0,11.2,38.8
2016/17,All Health Authorities,All Facilities,Hip Replacement,3544.0,5889.0,20.7,49.4
2016/17,All Health Authorities,All Facilities,Kidney/Bladder Stone Removal,322.0,2079.0,4.1,12.1
2016/17,All Health Authorities,All Facilities,Knee - ACL Repair,621.0,1799.0,6.9,27.0
2016/17,All Health Authorities,All Facilities,Knee - Meniscectomy,467.0,1985.0,6.3,24.3
2016/17,All Health Authorities,All Facilities,Knee Arthroscopy,1340.0,3840.0,6.7,27.9
2016/17,All Health Authorities,All Facilities,Knee Replacement,7543.0,8494.0,27.4,55.6
2016/17,All Health Authorities,All Facilities,Laparoscopy,264.0,1133.0,5.3,19.9
2016/17,All Health Authorities,All Facilities,Laparotomy,45.0,336.0,3.6,15.9
2016/17,All Health Authorities,All Facilities,Lens & Vitreous (non-cataract) Surgery,1333.0,3759.0,3.0,22.6
2016/17,All Health Authorities,All Facilities,Ligament Surgery,73.0,186.0,5.4,23.9
2016/17,All Health Authorities,All Facilities,Lipectomy,24.0,60.0,7.9,39.3
2016/17,All Health Authorities,All Facilities,Lung Surgery,51.0,630.0,2.0,5.3
2016/17,All Health Authorities,All Facilities,Male Reproductive Surgery,772.0,2217.0,7.1,27.0
2016/17,All Health Authorities,All Facilities,Mastectomy,532.0,4294.0,2.7,8.0
2016/17,All Health Authorities,All Facilities,Mastoidectomy,158.0,330.0,11.1,42.6
2016/17,All Health Authorities,All Facilities,Myringotomy,520.0,1407.0,6.3,21.6
2016/17,All Health Authorities,All Facilities,Nasal Surgery,2027.0,3161.0,11.0,39.3
2016/17,All Health Authorities,All Facilities,Nerve Surgery,361.0,1078.0,6.7,30.3
2016/17,All Health Authorities,All Facilities,Oral Cavity & Pharynx Surgery,141.0,383.0,7.1,30.4
2016/17,All Health Authorities,All Facilities,Other Ear Surgery,100.0,248.0,9.0,40.9
2016/17,All Health Authorities,All Facilities,Other Eye Surgery,1509.0,4897.0,5.9,25.6
2016/17,All Health Authorities,All Facilities,Other Joint Reconstruction,1216.0,1990.0,12.9,40.4
2016/17,All Health Authorities,All Facilities,Other Orthopaedic Surgery,2228.0,6400.0,6.4,28.9
2016/17,All Health Authorities,All Facilities,Other Urology Surgery,1333.0,6598.0,3.7,14.1
2016/17,All Health Authorities,All Facilities,Parotidectomy,197.0,401.0,12.0,40.3
2016/17,All Health Authorities,All Facilities,Prostate Surgery,1153.0,5079.0,4.9,20.9
2016/17,All Health Authorities,All Facilities,Rectal Surgery,741.0,1679.0,8.1,33.0
2016/17,All Health Authorities,All Facilities,Rib Resection,26.0,39.0,6.0,26.8
2016/17,All Health Authorities,All Facilities,Scope of Chest,89.0,580.0,3.9,9.4
2016/17,All Health Authorities,All Facilities,Shoulder Surgery,1625.0,3272.0,10.4,38.7
2016/17,All Health Authorities,All Facilities,Shunt Insertion/Removal,8.0,36.0,3.0,8.4
2016/17,All Health Authorities,All Facilities,Sinus Surgery,1177.0,1794.0,15.9,45.3
2016/17,All Health Authorities,All Facilities,Skin Surgery,345.0,797.0,6.0,33.1
2016/17,All Health Authorities,All Facilities,Skin Tumour Removal,779.0,3062.0,3.9,17.7
2016/17,All Health Authorities,All Facilities,Sphincterotomy,59.0,143.0,6.4,23.1
2016/17,All Health Authorities,All Facilities,Spinal/Back Surgery,1483.0,3467.0,8.9,33.0
2016/17,All Health Authorities,All Facilities,Tendon Surgery,377.0,853.0,5.1,30.3
2016/17,All Health Authorities,All Facilities,Thoracotomy,16.0,149.0,3.6,8.9
2016/17,All Health Authorities,All Facilities,Thyroidectomy,577.0,1131.0,9.4,41.1
2016/17,All Health Authorities,All Facilities,Tonsillectomy/Adenoidectomy,1647.0,3385.0,9.1,33.9
2016/17,All Health Authorities,All Facilities,Tympanoplasty,401.0,786.0,10.1,31.9
2016/17,All Health Authorities,All Facilities,Uterine Surgery,2995.0,12257.0,6.4,25.0
2016/17,All Health Authorities,All Facilities,Vaginal Repair,634.0,1474.0,9.4,35.0
2016/17,All Health Authorities,All Facilities,Varicose Veins Ligation/Stripping,1442.0,1282.0,18.9,55.8
2016/17,All Health Authorities,All Facilities,Vascular Bypass Graft - Non Cardiac,152.0,634.0,3.2,16.7
2016/17,All Health Authorities,All Facilities,Vascular Surgery - Other,291.0,1518.0,2.9,14.0
2016/17,All Health Authorities,All Facilities,Wound/Laceration Care,249.0,938.0,3.3,20.8
2017/18,All Health Authorities,All Facilities,Abdominoplasty,105.0,165.0,13.3,48.5
2017/18,All Health Authorities,All Facilities,Aortic Aneurysm Repair,49.0,498.0,3.4,10.9
2017/18,All Health Authorities,All Facilities,Appendectomy,53.0,191.0,5.3,17.6
2017/18,All Health Authorities,All Facilities,Bariatric Surgery,62.0,395.0,4.7,13.8
2017/18,All Health Authorities,All Facilities,Biopsy in OR,327.0,2201.0,3.0,12.3
2017/18,All Health Authorities,All Facilities,Bladder Surgery,955.0,5081.0,4.0,16.4
2017/18,All Health Authorities,All Facilities,Bowel Resection,449.0,2748.0,3.4,13.1
2017/18,All Health Authorities,All Facilities,Breast Biopsy,145.0,1573.0,2.7,7.0
2017/18,All Health Authorities,All Facilities,Breast Reconstruction,692.0,1236.0,8.0,36.7
2017/18,All Health Authorities,All Facilities,Breast Reduction,1573.0,1819.0,21.0,49.7
2017/18,All Health Authorities,All Facilities,CSF Drainage,6.0,67.0,1.3,8.3
2017/18,All Health Authorities,All Facilities,Cataract Surgery,23242.0,60889.0,11.0,36.7
2017/18,All Health Authorities,All Facilities,Cholecystectomy,1685.0,5398.0,6.0,22.3
2017/18,All Health Authorities,All Facilities,Colostomy/Ileostomy,222.0,696.0,8.5,30.1
2017/18,All Health Authorities,All Facilities,Cone Biopsy,50.0,318.0,4.6,13.9
2017/18,All Health Authorities,All Facilities,Cranial Surgery,174.0,934.0,2.0,12.5
2017/18,All Health Authorities,All Facilities,Cyst/Ganglion Removal,392.0,1173.0,6.0,26.9
2017/18,All Health Authorities,All Facilities,D&C and Related Surgery,1182.0,5711.0,4.3,17.3
2017/18,All Health Authorities,All Facilities,Dental Surgery,1750.0,6363.0,8.3,29.1
2017/18,All Health Authorities,All Facilities,Endarterectomy,112.0,607.0,2.9,14.9
2017/18,All Health Authorities,All Facilities,Esophagectomy,27.0,151.0,3.1,16.0
2017/18,All Health Authorities,All Facilities,Examination Under Anaesthetic,217.0,946.0,5.1,21.7
2017/18,All Health Authorities,All Facilities,Excision Gynecomastia,96.0,152.0,13.7,50.3
2017/18,All Health Authorities,All Facilities,Excision Lesion/Tumour,511.0,2699.0,4.0,14.3
2017/18,All Health Authorities,All Facilities,Facial Bone Reconstruction,333.0,664.0,6.9,28.0
2017/18,All Health Authorities,All Facilities,Fallopian Tube/Ovarian Surgery,1195.0,3621.0,6.4,22.3
2017/18,All Health Authorities,All Facilities,Fistula Repair - Non Vascular,49.0,166.0,4.7,21.1
2017/18,All Health Authorities,All Facilities,Foot/Ankle Surgery,471.0,753.0,13.6,40.4
2017/18,All Health Authorities,All Facilities,Foreign Body Removal Surgery,34.0,220.0,3.4,20.1
2017/18,All Health Authorities,All Facilities,Fracture Repair,159.0,1076.0,0.9,11.8
2017/18,All Health Authorities,All Facilities,Free Flap Graft,16.0,118.0,3.7,20.8
2017/18,All Health Authorities,All Facilities,Gastrostomy/Jejunostomy,21.0,92.0,3.1,11.7
2017/18,All Health Authorities,All Facilities,Hand/Wrist Surgery,775.0,2208.0,6.9,25.9
2017/18,All Health Authorities,All Facilities,Hernia Repair - Abdominal,4438.0,12013.0,8.3,28.0
2017/18,All Health Authorities,All Facilities,Hernia Repair - Hiatal,167.0,306.0,8.6,35.6
2017/18,All Health Authorities,All Facilities,Hip Replacement,3704.0,6152.0,20.0,49.4
2017/18,All Health Authorities,All Facilities,Kidney/Bladder Stone Removal,432.0,2192.0,4.1,11.7
2017/18,All Health Authorities,All Facilities,Knee - ACL Repair,802.0,1774.0,7.6,31.0
2017/18,All Health Authorities,All Facilities,Knee - Meniscectomy,414.0,1681.0,6.6,24.4
2017/18,All Health Authorities,All Facilities,Knee Arthroscopy,1210.0,2988.0,7.0,29.7
2017/18,All Health Authorities,All Facilities,Knee Replacement,7304.0,9274.0,27.0,55.4
2017/18,All Health Authorities,All Facilities,Laparoscopy,225.0,1087.0,5.1,19.3
2017/18,All Health Authorities,All Facilities,Laparotomy,48.0,342.0,4.1,19.6
2017/18,All Health Authorities,All Facilities,Lens & Vitreous (non-cataract) Surgery,1170.0,3862.0,3.7,31.8
2017/18,All Health Authorities,All Facilities,Ligament Surgery,84.0,186.0,5.6,26.2
2017/18,All Health Authorities,All Facilities,Lipectomy,25.0,39.0,13.9,42.5
2017/18,All Health Authorities,All Facilities,Lung Surgery,62.0,662.0,2.9,7.7
2017/18,All Health Authorities,All Facilities,Male Reproductive Surgery,955.0,2036.0,8.0,30.4
2017/18,All Health Authorities,All Facilities,Mastectomy,439.0,4342.0,2.7,8.3
2017/18,All Health Authorities,All Facilities,Mastoidectomy,139.0,294.0,12.5,43.4
2017/18,All Health Authorities,All Facilities,Myringotomy,488.0,1415.0,5.9,20.9
2017/18,All Health Authorities,All Facilities,Nasal Surgery,2108.0,3328.0,12.3,39.0
2017/18,All Health Authorities,All Facilities,Nerve Surgery,460.0,1188.0,6.9,29.6
2017/18,All Health Authorities,All Facilities,Oral Cavity & Pharynx Surgery,135.0,406.0,8.1,28.2
2017/18,All Health Authorities,All Facilities,Other Ear Surgery,129.0,245.0,6.9,34.3
2017/18,All Health Authorities,All Facilities,Other Eye Surgery,1406.0,4738.0,6.0,28.1
2017/18,All Health Authorities,All Facilities,Other Joint Reconstruction,1158.0,1971.0,11.6,39.3
2017/18,All Health Authorities,All Facilities,Other Orthopaedic Surgery,2424.0,6409.0,6.3,29.1
2017/18,All Health Authorities,All Facilities,Other Urology Surgery,1323.0,6478.0,4.0,15.7
2017/18,All Health Authorities,All Facilities,Parotidectomy,163.0,383.0,11.1,43.0
2017/18,All Health Authorities,All Facilities,Prostate Surgery,1392.0,5178.0,5.1,21.1
2017/18,All Health Authorities,All Facilities,Rectal Surgery,817.0,1687.0,8.6,31.9
2017/18,All Health Authorities,All Facilities,Rib Resection,22.0,38.0,8.7,45.9
2017/18,All Health Authorities,All Facilities,Scope of Chest,69.0,578.0,3.9,8.8
2017/18,All Health Authorities,All Facilities,Shoulder Surgery,1650.0,3168.0,10.1,37.0
2017/18,All Health Authorities,All Facilities,Shunt Insertion/Removal,,51.0,2.6,9.9
2017/18,All Health Authorities,All Facilities,Sinus Surgery,1302.0,1841.0,14.4,43.3
2017/18,All Health Authorities,All Facilities,Skin Surgery,366.0,822.0,6.9,35.9
2017/18,All Health Authorities,All Facilities,Skin Tumour Removal,797.0,3151.0,4.0,21.0
2017/18,All Health Authorities,All Facilities,Sphincterotomy,58.0,128.0,7.4,25.3
2017/18,All Health Authorities,All Facilities,Spinal/Back Surgery,1517.0,3497.0,7.9,32.2
2017/18,All Health Authorities,All Facilities,Tendon Surgery,371.0,841.0,5.1,31.9
2017/18,All Health Authorities,All Facilities,Thoracotomy,10.0,162.0,4.0,10.0
2017/18,All Health Authorities,All Facilities,Thyroidectomy,500.0,1211.0,10.1,44.6
2017/18,All Health Authorities,All Facilities,Tonsillectomy/Adenoidectomy,1765.0,3548.0,9.3,34.0
2017/18,All Health Authorities,All Facilities,Tympanoplasty,495.0,703.0,10.0,35.9
2017/18,All Health Authorities,All Facilities,Uterine Surgery,3056.0,12584.0,6.1,24.9
2017/18,All Health Authorities,All Facilities,Vaginal Repair,575.0,1475.0,10.4,34.3
2017/18,All Health Authorities,All Facilities,Varicose Veins Ligation/Stripping,1299.0,1273.0,26.9,72.0
2017/18,All Health Authorities,All Facilities,Vascular Bypass Graft - Non Cardiac,127.0,600.0,2.9,15.0
2017/18,All Health Authorities,All Facilities,Vascular Surgery - Other,232.0,1546.0,2.7,13.9
2017/18,All Health Authorities,All Facilities,Wound/Laceration Care,251.0,885.0,4.0,24.8
2018/19,All Health Authorities,All Facilities,Abdominoplasty,131.0,156.0,12.8,38.8
2018/19,All Health Authorities,All Facilities,Aortic Aneurysm Repair,68.0,466.0,3.9,11.4
2018/19,All Health Authorities,All Facilities,Appendectomy,53.0,234.0,5.0,17.3
2018/19,All Health Authorities,All Facilities,Bariatric Surgery,60.0,426.0,5.0,13.7
2018/19,All Health Authorities,All Facilities,Biopsy in OR,302.0,2071.0,2.7,12.1
2018/19,All Health Authorities,All Facilities,Bladder Surgery,928.0,5041.0,4.0,14.7
2018/19,All Health Authorities,All Facilities,Bowel Resection,440.0,2616.0,3.3,11.5
2018/19,All Health Authorities,All Facilities,Breast Biopsy,175.0,1620.0,3.0,7.9
2018/19,All Health Authorities,All Facilities,Breast Reconstruction,780.0,1249.0,9.7,43.3
2018/19,All Health Authorities,All Facilities,Breast Reduction,1774.0,1976.0,19.4,52.0
2018/19,All Health Authorities,All Facilities,CSF Drainage,13.0,107.0,1.0,7.1
2018/19,All Health Authorities,All Facilities,Cataract Surgery,21956.0,65605.0,9.7,36.0
2018/19,All Health Authorities,All Facilities,Cholecystectomy,1665.0,5646.0,6.3,22.6
2018/19,All Health Authorities,All Facilities,Colostomy/Ileostomy,200.0,713.0,6.9,25.7
2018/19,All Health Authorities,All Facilities,Cone Biopsy,34.0,318.0,4.6,11.1
2018/19,All Health Authorities,All Facilities,Cranial Surgery,185.0,996.0,2.0,9.6
2018/19,All Health Authorities,All Facilities,Cyst/Ganglion Removal,400.0,1182.0,6.1,24.0
2018/19,All Health Authorities,All Facilities,D&C and Related Surgery,1278.0,5782.0,4.7,17.7
2018/19,All Health Authorities,All Facilities,Dental Surgery,2029.0,7154.0,7.3,24.4
2018/19,All Health Authorities,All Facilities,Endarterectomy,108.0,671.0,2.9,12.9
2018/19,All Health Authorities,All Facilities,Esophagectomy,34.0,146.0,3.9,15.4
2018/19,All Health Authorities,All Facilities,Examination Under Anaesthetic,243.0,1019.0,4.0,20.1
2018/19,All Health Authorities,All Facilities,Excision Gynecomastia,98.0,158.0,11.4,42.4
2018/19,All Health Authorities,All Facilities,Excision Lesion/Tumour,606.0,2829.0,4.3,15.9
2018/19,All Health Authorities,All Facilities,Facial Bone Reconstruction,348.0,650.0,12.1,34.5
2018/19,All Health Authorities,All Facilities,Fallopian Tube/Ovarian Surgery,1224.0,3501.0,7.0,22.0
2018/19,All Health Authorities,All Facilities,Fistula Repair - Non Vascular,64.0,202.0,5.1,21.0
2018/19,All Health Authorities,All Facilities,Foot/Ankle Surgery,461.0,796.0,13.5,40.7
2018/19,All Health Authorities,All Facilities,Foreign Body Removal Surgery,43.0,268.0,2.3,13.3
2018/19,All Health Authorities,All Facilities,Fracture Repair,193.0,1167.0,0.9,10.7
2018/19,All Health Authorities,All Facilities,Free Flap Graft,20.0,105.0,3.9,12.3
2018/19,All Health Authorities,All Facilities,Gastrostomy/Jejunostomy,11.0,122.0,2.0,10.0
2018/19,All Health Authorities,All Facilities,Hand/Wrist Surgery,824.0,2317.0,6.4,26.3
2018/19,All Health Authorities,All Facilities,Hernia Repair - Abdominal,4460.0,12102.0,9.0,29.4
2018/19,All Health Authorities,All Facilities,Hernia Repair - Hiatal,179.0,340.0,9.0,36.8
2018/19,All Health Authorities,All Facilities,Hip Replacement,3288.0,7477.0,16.9,43.9
2018/19,All Health Authorities,All Facilities,Kidney/Bladder Stone Removal,430.0,2303.0,5.1,15.0
2018/19,All Health Authorities,All Facilities,Knee - ACL Repair,815.0,1988.0,8.0,30.7
2018/19,All Health Authorities,All Facilities,Knee - Meniscectomy,450.0,1631.0,8.0,27.9
2018/19,All Health Authorities,All Facilities,Knee Arthroscopy,1257.0,2820.0,6.3,26.2
2018/19,All Health Authorities,All Facilities,Knee Replacement,6737.0,11278.0,20.0,48.9
2018/19,All Health Authorities,All Facilities,Laparoscopy,240.0,1026.0,5.9,19.9
2018/19,All Health Authorities,All Facilities,Laparotomy,44.0,354.0,4.3,16.9
2018/19,All Health Authorities,All Facilities,Lens & Vitreous (non-cataract) Surgery,1112.0,3656.0,4.0,22.0
2018/19,All Health Authorities,All Facilities,Ligament Surgery,81.0,209.0,4.3,29.7
2018/19,All Health Authorities,All Facilities,Lipectomy,40.0,38.0,18.5,51.3
2018/19,All Health Authorities,All Facilities,Lung Surgery,87.0,739.0,2.4,6.9
2018/19,All Health Authorities,All Facilities,Male Reproductive Surgery,842.0,2407.0,7.6,30.4
2018/19,All Health Authorities,All Facilities,Mastectomy,445.0,4173.0,2.7,7.0
2018/19,All Health Authorities,All Facilities,Mastoidectomy,150.0,309.0,9.4,34.5
2018/19,All Health Authorities,All Facilities,Myringotomy,479.0,1471.0,5.1,18.1
2018/19,All Health Authorities,All Facilities,Nasal Surgery,2144.0,3258.0,12.4,42.1
2018/19,All Health Authorities,All Facilities,Nerve Surgery,534.0,1130.0,5.0,36.4
2018/19,All Health Authorities,All Facilities,Oral Cavity & Pharynx Surgery,173.0,410.0,7.4,28.1
2018/19,All Health Authorities,All Facilities,Other Ear Surgery,115.0,240.0,9.0,42.3
2018/19,All Health Authorities,All Facilities,Other Eye Surgery,1413.0,4940.0,5.7,25.0
2018/19,All Health Authorities,All Facilities,Other Joint Reconstruction,1274.0,2008.0,11.7,36.5
2018/19,All Health Authorities,All Facilities,Other Orthopaedic Surgery,2413.0,6299.0,6.3,28.9
2018/19,All Health Authorities,All Facilities,Other Urology Surgery,1211.0,6761.0,4.1,16.0
2018/19,All Health Authorities,All Facilities,Parotidectomy,211.0,372.0,10.4,39.7
2018/19,All Health Authorities,All Facilities,Prostate Surgery,1452.0,5651.0,5.7,22.0
2018/19,All Health Authorities,All Facilities,Rectal Surgery,795.0,1744.0,9.0,33.9
2018/19,All Health Authorities,All Facilities,Rib Resection,32.0,40.0,4.2,41.4
2018/19,All Health Authorities,All Facilities,Scope of Chest,87.0,503.0,3.7,9.4
2018/19,All Health Authorities,All Facilities,Shoulder Surgery,1962.0,3285.0,11.7,35.9
2018/19,All Health Authorities,All Facilities,Shunt Insertion/Removal,5.0,47.0,3.3,11.9
2018/19,All Health Authorities,All Facilities,Sinus Surgery,1506.0,1866.0,16.1,47.0
2018/19,All Health Authorities,All Facilities,Skin Surgery,395.0,842.0,5.9,38.0
2018/19,All Health Authorities,All Facilities,Skin Tumour Removal,786.0,3214.0,4.6,20.9
2018/19,All Health Authorities,All Facilities,Sphincterotomy,49.0,124.0,6.2,34.2
2018/19,All Health Authorities,All Facilities,Spinal/Back Surgery,1833.0,3618.0,7.3,33.1
2018/19,All Health Authorities,All Facilities,Tendon Surgery,352.0,813.0,5.6,33.1
2018/19,All Health Authorities,All Facilities,Thoracotomy,17.0,132.0,2.7,9.3
2018/19,All Health Authorities,All Facilities,Thyroidectomy,484.0,1171.0,8.7,36.3
2018/19,All Health Authorities,All Facilities,Tonsillectomy/Adenoidectomy,1781.0,3345.0,10.0,35.0
2018/19,All Health Authorities,All Facilities,Tympanoplasty,529.0,691.0,11.9,46.0
2018/19,All Health Authorities,All Facilities,Uterine Surgery,3306.0,13198.0,6.1,24.6
2018/19,All Health Authorities,All Facilities,Vaginal Repair,572.0,1417.0,9.7,30.3
2018/19,All Health Authorities,All Facilities,Varicose Veins Ligation/Stripping,1448.0,1254.0,24.7,69.2
2018/19,All Health Authorities,All Facilities,Vascular Bypass Graft - Non Cardiac,142.0,570.0,2.8,12.9
2018/19,All Health Authorities,All Facilities,Vascular Surgery - Other,256.0,1498.0,2.7,11.9
2018/19,All Health Authorities,All Facilities,Wound/Laceration Care,262.0,999.0,3.3,21.6
2019/20,All Health Authorities,All Facilities,Abdominoplasty,129.0,171.0,15.0,53.9
2019/20,All Health Authorities,All Facilities,Aortic Aneurysm Repair,70.0,459.0,3.7,11.6
2019/20,All Health Authorities,All Facilities,Appendectomy,65.0,267.0,5.1,14.8
2019/20,All Health Authorities,All Facilities,Bariatric Surgery,108.0,420.0,6.1,15.0
2019/20,All Health Authorities,All Facilities,Biopsy in OR,413.0,2232.0,2.7,12.0
2019/20,All Health Authorities,All Facilities,Bladder Surgery,944.0,5064.0,3.9,14.9
2019/20,All Health Authorities,All Facilities,Bowel Resection,387.0,2867.0,3.3,11.4
2019/20,All Health Authorities,All Facilities,Breast Biopsy,181.0,1677.0,3.0,7.9
2019/20,All Health Authorities,All Facilities,Breast Reconstruction,840.0,1384.0,9.4,47.0
2019/20,All Health Authorities,All Facilities,Breast Reduction,1766.0,1949.0,21.1,56.3
2019/20,All Health Authorities,All Facilities,CSF Drainage,10.0,88.0,1.6,8.2
2019/20,All Health Authorities,All Facilities,Cataract Surgery,25043.0,63552.0,9.7,34.0
2019/20,All Health Authorities,All Facilities,Cholecystectomy,1674.0,5303.0,5.9,22.4
2019/20,All Health Authorities,All Facilities,Colostomy/Ileostomy,190.0,666.0,6.5,22.9
2019/20,All Health Authorities,All Facilities,Cone Biopsy,30.0,268.0,4.3,11.4
2019/20,All Health Authorities,All Facilities,Cranial Surgery,158.0,1045.0,2.1,12.1
2019/20,All Health Authorities,All Facilities,Cyst/Ganglion Removal,435.0,1160.0,5.9,24.9
2019/20,All Health Authorities,All Facilities,D&C and Related Surgery,1337.0,5452.0,5.0,20.2
2019/20,All Health Authorities,All Facilities,Dental Surgery,2303.0,7086.0,7.4,24.1
2019/20,All Health Authorities,All Facilities,Endarterectomy,125.0,646.0,2.9,14.9
2019/20,All Health Authorities,All Facilities,Esophagectomy,26.0,164.0,2.7,14.3
2019/20,All Health Authorities,All Facilities,Examination Under Anaesthetic,292.0,1060.0,5.0,21.0
2019/20,All Health Authorities,All Facilities,Excision Gynecomastia,94.0,119.0,13.0,61.6
2019/20,All Health Authorities,All Facilities,Excision Lesion/Tumour,693.0,2888.0,4.1,15.4
2019/20,All Health Authorities,All Facilities,Facial Bone Reconstruction,336.0,667.0,13.1,38.2
2019/20,All Health Authorities,All Facilities,Fallopian Tube/Ovarian Surgery,1393.0,3315.0,7.4,26.1
2019/20,All Health Authorities,All Facilities,Fistula Repair - Non Vascular,66.0,205.0,6.6,23.9
2019/20,All Health Authorities,All Facilities,Foot/Ankle Surgery,492.0,775.0,13.1,38.0
2019/20,All Health Authorities,All Facilities,Foreign Body Removal Surgery,48.0,280.0,3.1,14.0
2019/20,All Health Authorities,All Facilities,Fracture Repair,181.0,1558.0,0.7,8.3
2019/20,All Health Authorities,All Facilities,Free Flap Graft,25.0,106.0,3.2,12.4
2019/20,All Health Authorities,All Facilities,Gastrostomy/Jejunostomy,13.0,136.0,2.0,10.5
2019/20,All Health Authorities,All Facilities,Hand/Wrist Surgery,847.0,2434.0,6.0,25.9
2019/20,All Health Authorities,All Facilities,Hernia Repair - Abdominal,4647.0,12492.0,8.4,28.0
2019/20,All Health Authorities,All Facilities,Hernia Repair - Hiatal,167.0,318.0,8.6,39.6
2019/20,All Health Authorities,All Facilities,Hip Replacement,3304.0,7431.0,14.1,40.7
2019/20,All Health Authorities,All Facilities,Kidney/Bladder Stone Removal,489.0,2344.0,4.9,13.9
2019/20,All Health Authorities,All Facilities,Knee - ACL Repair,878.0,1883.0,8.7,32.1
2019/20,All Health Authorities,All Facilities,Knee - Meniscectomy,444.0,1623.0,7.7,29.5
2019/20,All Health Authorities,All Facilities,Knee Arthroscopy,1337.0,2745.0,7.1,29.0
2019/20,All Health Authorities,All Facilities,Knee Replacement,6512.0,11209.0,17.1,45.9
2019/20,All Health Authorities,All Facilities,Laparoscopy,281.0,893.0,6.1,21.8
2019/20,All Health Authorities,All Facilities,Laparotomy,45.0,310.0,3.0,11.6
2019/20,All Health Authorities,All Facilities,Lens & Vitreous (non-cataract) Surgery,1350.0,3773.0,4.0,24.1
2019/20,All Health Authorities,All Facilities,Ligament Surgery,141.0,286.0,3.8,30.3
2019/20,All Health Authorities,All Facilities,Lipectomy,51.0,49.0,11.3,44.0
2019/20,All Health Authorities,All Facilities,Lung Surgery,80.0,768.0,2.1,5.9
2019/20,All Health Authorities,All Facilities,Male Reproductive Surgery,924.0,2380.0,6.4,25.6
2019/20,All Health Authorities,All Facilities,Mastectomy,473.0,4292.0,2.9,7.0
2019/20,All Health Authorities,All Facilities,Mastoidectomy,145.0,261.0,10.3,50.6
2019/20,All Health Authorities,All Facilities,Myringotomy,453.0,1379.0,5.3,18.1
2019/20,All Health Authorities,All Facilities,Nasal Surgery,2457.0,3093.0,14.1,50.1
2019/20,All Health Authorities,All Facilities,Nerve Surgery,568.0,987.0,5.0,34.6
2019/20,All Health Authorities,All Facilities,Oral Cavity & Pharynx Surgery,143.0,413.0,7.3,34.4
2019/20,All Health Authorities,All Facilities,Other Ear Surgery,154.0,207.0,9.7,55.9
2019/20,All Health Authorities,All Facilities,Other Eye Surgery,1728.0,5150.0,5.4,23.4
2019/20,All Health Authorities,All Facilities,Other Joint Reconstruction,1340.0,2073.0,12.0,39.0
2019/20,All Health Authorities,All Facilities,Other Orthopaedic Surgery,2458.0,6307.0,7.0,31.9
2019/20,All Health Authorities,All Facilities,Other Urology Surgery,1327.0,6733.0,4.0,15.4
2019/20,All Health Authorities,All Facilities,Parotidectomy,247.0,395.0,9.7,39.3
2019/20,All Health Authorities,All Facilities,Prostate Surgery,1426.0,5481.0,5.6,23.6
2019/20,All Health Authorities,All Facilities,Rectal Surgery,819.0,1702.0,8.9,32.4
2019/20,All Health Authorities,All Facilities,Rib Resection,22.0,52.0,14.5,107.3
2019/20,All Health Authorities,All Facilities,Scope of Chest,45.0,570.0,3.0,8.3
2019/20,All Health Authorities,All Facilities,Shoulder Surgery,2192.0,3341.0,11.9,40.1
2019/20,All Health Authorities,All Facilities,Shunt Insertion/Removal,6.0,28.0,4.0,10.6
2019/20,All Health Authorities,All Facilities,Sinus Surgery,1640.0,1921.0,17.9,52.0
2019/20,All Health Authorities,All Facilities,Skin Surgery,456.0,796.0,7.1,40.9
2019/20,All Health Authorities,All Facilities,Skin Tumour Removal,927.0,3468.0,4.0,18.3
2019/20,All Health Authorities,All Facilities,Sphincterotomy,44.0,109.0,6.4,29.3
2019/20,All Health Authorities,All Facilities,Spinal/Back Surgery,2093.0,3687.0,8.3,38.5
2019/20,All Health Authorities,All Facilities,Tendon Surgery,356.0,903.0,4.1,32.3
2019/20,All Health Authorities,All Facilities,Thoracotomy,24.0,145.0,1.9,7.9
