fiscal_year,quarter,health_authority,hospital_name,procedure_group,waiting,completed,percentile_comp_50th,percentile_comp_90th
2025/26,Q1,Fraser,Burnaby Hospital,Skin Surgery,8.0,,,
2025/26,Q1,Fraser,Burnaby Hospital,Skin Tumour Removal,17.0,19.0,3.4,44.0
2025/26,Q1,Fraser,Burnaby Hospital,Tendon Surgery,,7.0,2.9,5.6
2025/26,Q1,Fraser,Burnaby Hospital,Thyroidectomy,50.0,22.0,3.7,29.3
2025/26,Q1,Fraser,Burnaby Hospital,Tonsillectomy/Adenoidectomy,36.0,16.0,9.6,57.1
2025/26,Q1,Fraser,Burnaby Hospital,Tympanoplasty,13.0,,,
2025/26,Q1,Fraser,Burnaby Hospital,Uterine Surgery,112.0,108.0,15.4,53.0
2025/26,Q1,Fraser,Burnaby Hospital,Vaginal Repair,24.0,14.0,25.9,70.5
2025/26,Q1,Fraser,Burnaby Hospital,Wound/Laceration Care,29.0,7.0,9.7,12.0
2025/26,Q1,Fraser,Chilliwack General Hospital,All Other Procedures,,12.0,4.4,17.8
2025/26,Q1,Fraser,Chilliwack General Hospital,All Procedures,1474.0,2040.0,4.9,19.4
2025/26,Q1,Fraser,Chilliwack General Hospital,Appendectomy,,5.0,3.4,12.4
2025/26,Q1,Fraser,Chilliwack General Hospital,Biopsy in OR,,,,
2025/26,Q1,Fraser,Chilliwack General Hospital,Bladder Surgery,18.0,38.0,4.0,7.6
2025/26,Q1,Fraser,Chilliwack General Hospital,Bowel Resection,7.0,7.0,3.1,6.3
2025/26,Q1,Fraser,Chilliwack General Hospital,Breast Biopsy,6.0,6.0,2.5,7.1
2025/26,Q1,Fraser,Chilliwack General Hospital,Breast Reconstruction,,,,
2025/26,Q1,Fraser,Chilliwack General Hospital,Cataract Surgery,763.0,1245.0,4.9,13.0
2025/26,Q1,Fraser,Chilliwack General Hospital,Cholecystectomy,28.0,63.0,4.9,10.9
2025/26,Q1,Fraser,Chilliwack General Hospital,Colostomy/Ileostomy,,8.0,4.9,11.5
2025/26,Q1,Fraser,Chilliwack General Hospital,Cone Biopsy,,13.0,4.0,6.6
2025/26,Q1,Fraser,Chilliwack General Hospital,Cyst/Ganglion Removal,,,,
2025/26,Q1,Fraser,Chilliwack General Hospital,D&C and Related Surgery,55.0,58.0,5.0,20.8
2025/26,Q1,Fraser,Chilliwack General Hospital,Dental Surgery,38.0,22.0,19.1,27.0
2025/26,Q1,Fraser,Chilliwack General Hospital,Examination Under Anaesthetic,5.0,,,
2025/26,Q1,Fraser,Chilliwack General Hospital,Excision Lesion/Tumour,10.0,9.0,3.0,7.4
2025/26,Q1,Fraser,Chilliwack General Hospital,Facial Bone Reconstruction,,,,
2025/26,Q1,Fraser,Chilliwack General Hospital,Fallopian Tube/Ovarian Surgery,40.0,19.0,4.9,23.3
2025/26,Q1,Fraser,Chilliwack General Hospital,Fistula Repair - Non Vascular,,,,
2025/26,Q1,Fraser,Chilliwack General Hospital,Foot/Ankle Surgery,,,,
2025/26,Q1,Fraser,Chilliwack General Hospital,Fracture Repair,,,,
2025/26,Q1,Fraser,Chilliwack General Hospital,Hernia Repair - Abdominal,58.0,70.0,5.6,16.2
2025/26,Q1,Fraser,Chilliwack General Hospital,Hip Replacement,72.0,41.0,15.7,34.7
2025/26,Q1,Fraser,Chilliwack General Hospital,Kidney/Bladder Stone Removal,,,,
2025/26,Q1,Fraser,Chilliwack General Hospital,Knee - ACL Repair,,,,
2025/26,Q1,Fraser,Chilliwack General Hospital,Knee - Meniscectomy,,,,
2025/26,Q1,Fraser,Chilliwack General Hospital,Knee Arthroscopy,7.0,12.0,1.6,15.5
2025/26,Q1,Fraser,Chilliwack General Hospital,Knee Replacement,115.0,74.0,23.1,34.7
2025/26,Q1,Fraser,Chilliwack General Hospital,Laparoscopy,8.0,6.0,6.7,24.1
2025/26,Q1,Fraser,Chilliwack General Hospital,Laparotomy,,,,
2025/26,Q1,Fraser,Chilliwack General Hospital,Male Reproductive Surgery,5.0,10.0,3.7,7.8
2025/26,Q1,Fraser,Chilliwack General Hospital,Mastectomy,,12.0,2.1,4.3
2025/26,Q1,Fraser,Chilliwack General Hospital,Myringotomy,,11.0,6.3,9.9
2025/26,Q1,Fraser,Chilliwack General Hospital,Nasal Surgery,43.0,19.0,6.6,34.3
2025/26,Q1,Fraser,Chilliwack General Hospital,Nerve Surgery,,,,
2025/26,Q1,Fraser,Chilliwack General Hospital,Other Eye Surgery,,7.0,1.3,5.3
2025/26,Q1,Fraser,Chilliwack General Hospital,Other Joint Reconstruction,,,,
2025/26,Q1,Fraser,Chilliwack General Hospital,Other Orthopaedic Surgery,15.0,22.0,8.0,20.6
2025/26,Q1,Fraser,Chilliwack General Hospital,Other Urology Surgery,29.0,72.0,3.9,7.6
2025/26,Q1,Fraser,Chilliwack General Hospital,Parotidectomy,,0.0,,
2025/26,Q1,Fraser,Chilliwack General Hospital,Prostate Surgery,13.0,34.0,5.4,11.4
2025/26,Q1,Fraser,Chilliwack General Hospital,Rectal Surgery,,,,
2025/26,Q1,Fraser,Chilliwack General Hospital,Sinus Surgery,10.0,,,
2025/26,Q1,Fraser,Chilliwack General Hospital,Skin Tumour Removal,7.0,9.0,4.1,7.7
2025/26,Q1,Fraser,Chilliwack General Hospital,Tonsillectomy/Adenoidectomy,7.0,6.0,29.6,50.0
2025/26,Q1,Fraser,Chilliwack General Hospital,Uterine Surgery,48.0,67.0,9.7,26.8
2025/26,Q1,Fraser,Chilliwack General Hospital,Vaginal Repair,7.0,5.0,10.6,18.6
2025/26,Q1,Fraser,Chilliwack General Hospital,Varicose Veins Ligation/Stripping,7.0,0.0,,
2025/26,Q1,Fraser,Chilliwack General Hospital,Wound/Laceration Care,7.0,0.0,,
2025/26,Q1,Fraser,Delta Hospital,All Procedures,725.0,1224.0,3.4,13.4
2025/26,Q1,Fraser,Delta Hospital,Appendectomy,,,,
2025/26,Q1,Fraser,Delta Hospital,Bladder Surgery,29.0,20.0,4.4,29.4
2025/26,Q1,Fraser,Delta Hospital,Breast Biopsy,,6.0,3.1,3.4
2025/26,Q1,Fraser,Delta Hospital,Breast Reduction,7.0,12.0,3.0,6.0
2025/26,Q1,Fraser,Delta Hospital,Cataract Surgery,92.0,356.0,2.4,6.6
2025/26,Q1,Fraser,Delta Hospital,Cholecystectomy,20.0,44.0,3.8,6.6
2025/26,Q1,Fraser,Delta Hospital,D&C and Related Surgery,82.0,86.0,8.2,18.0
2025/26,Q1,Fraser,Delta Hospital,Excision Lesion/Tumour,8.0,7.0,3.6,9.5
2025/26,Q1,Fraser,Delta Hospital,Fallopian Tube/Ovarian Surgery,31.0,33.0,18.9,25.9
2025/26,Q1,Fraser,Delta Hospital,Fistula Repair - Non Vascular,,,,
2025/26,Q1,Fraser,Delta Hospital,Fracture Repair,11.0,6.0,0.5,2.5
2025/26,Q1,Fraser,Delta Hospital,Hand/Wrist Surgery,6.0,17.0,3.0,3.3
2025/26,Q1,Fraser,Delta Hospital,Hernia Repair - Abdominal,62.0,100.0,3.7,7.3
2025/26,Q1,Fraser,Delta Hospital,Kidney/Bladder Stone Removal,,,,
2025/26,Q1,Fraser,Delta Hospital,Knee - ACL Repair,42.0,34.0,4.1,17.2
2025/26,Q1,Fraser,Delta Hospital,Knee Arthroscopy,27.0,39.0,4.1,15.3
2025/26,Q1,Fraser,Delta Hospital,Male Reproductive Surgery,,8.0,6.6,17.4
2025/26,Q1,Fraser,Delta Hospital,Mastectomy,,15.0,3.1,3.9
2025/26,Q1,Fraser,Delta Hospital,Nerve Surgery,,5.0,2.9,3.3
2025/26,Q1,Fraser,Delta Hospital,Other Eye Surgery,87.0,68.0,17.5,35.0
2025/26,Q1,Fraser,Delta Hospital,Other Orthopaedic Surgery,21.0,30.0,2.4,6.1
2025/26,Q1,Fraser,Delta Hospital,Other Urology Surgery,,9.0,3.0,6.1
2025/26,Q1,Fraser,Delta Hospital,Prostate Surgery,,0.0,,
2025/26,Q1,Fraser,Delta Hospital,Rectal Surgery,31.0,80.0,4.0,7.7
2025/26,Q1,Fraser,Delta Hospital,Shoulder Surgery,13.0,24.0,2.9,12.5
2025/26,Q1,Fraser,Delta Hospital,Skin Surgery,,,,
2025/26,Q1,Fraser,Delta Hospital,Skin Tumour Removal,51.0,144.0,2.7,6.1
2025/26,Q1,Fraser,Delta Hospital,Sphincterotomy,,,,
2025/26,Q1,Fraser,Delta Hospital,Uterine Surgery,45.0,18.0,12.4,20.2
2025/26,Q1,Fraser,Delta Hospital,Vaginal Repair,26.0,9.0,9.0,28.8
2025/26,Q1,Fraser,Delta Hospital,Varicose Veins Ligation/Stripping,,10.0,4.1,5.1
2025/26,Q1,Fraser,Delta Hospital,Wound/Laceration Care,8.0,11.0,3.9,6.7
2025/26,Q1,Fraser,Eagle Ridge Hospital & Health Care Centre,Abdominoplasty,10.0,,,
2025/26,Q1,Fraser,Eagle Ridge Hospital & Health Care Centre,All Other Procedures,68.0,24.0,16.0,39.3
2025/26,Q1,Fraser,Eagle Ridge Hospital & Health Care Centre,All Procedures,2555.0,1604.0,7.9,36.9
2025/26,Q1,Fraser,Eagle Ridge Hospital & Health Care Centre,Biopsy in OR,,,,
2025/26,Q1,Fraser,Eagle Ridge Hospital & Health Care Centre,Bladder Surgery,40.0,42.0,5.9,22.3
2025/26,Q1,Fraser,Eagle Ridge Hospital & Health Care Centre,Bowel Resection,5.0,8.0,1.9,3.2
2025/26,Q1,Fraser,Eagle Ridge Hospital & Health Care Centre,Breast Biopsy,,,,
2025/26,Q1,Fraser,Eagle Ridge Hospital & Health Care Centre,Breast Reconstruction,14.0,15.0,5.6,29.9
2025/26,Q1,Fraser,Eagle Ridge Hospital & Health Care Centre,Breast Reduction,187.0,39.0,23.6,51.3
2025/26,Q1,Fraser,Eagle Ridge Hospital & Health Care Centre,Cholecystectomy,62.0,103.0,6.9,17.0
2025/26,Q1,Fraser,Eagle Ridge Hospital & Health Care Centre,Colostomy/Ileostomy,,,,
2025/26,Q1,Fraser,Eagle Ridge Hospital & Health Care Centre,Cyst/Ganglion Removal,,,,
2025/26,Q1,Fraser,Eagle Ridge Hospital & Health Care Centre,D&C and Related Surgery,86.0,48.0,9.4,22.6
2025/26,Q1,Fraser,Eagle Ridge Hospital & Health Care Centre,Dental Surgery,27.0,44.0,3.1,7.5
2025/26,Q1,Fraser,Eagle Ridge Hospital & Health Care Centre,Examination Under Anaesthetic,63.0,51.0,4.6,19.9
2025/26,Q1,Fraser,Eagle Ridge Hospital & Health Care Centre,Excision Lesion/Tumour,19.0,34.0,3.0,13.5
2025/26,Q1,Fraser,Eagle Ridge Hospital & Health Care Centre,Facial Bone Reconstruction,,,,
2025/26,Q1,Fraser,Eagle Ridge Hospital & Health Care Centre,Fallopian Tube/Ovarian Surgery,43.0,39.0,16.0,34.1
2025/26,Q1,Fraser,Eagle Ridge Hospital & Health Care Centre,Fistula Repair - Non Vascular,,,,
2025/26,Q1,Fraser,Eagle Ridge Hospital & Health Care Centre,Foot/Ankle Surgery,72.0,11.0,33.9,38.0
2025/26,Q1,Fraser,Eagle Ridge Hospital & Health Care Centre,Foreign Body Removal Surgery,,0.0,,
2025/26,Q1,Fraser,Eagle Ridge Hospital & Health Care Centre,Fracture Repair,7.0,19.0,1.4,7.5
2025/26,Q1,Fraser,Eagle Ridge Hospital & Health Care Centre,Hand/Wrist Surgery,49.0,74.0,5.9,13.9
2025/26,Q1,Fraser,Eagle Ridge Hospital & Health Care Centre,Hernia Repair - Abdominal,100.0,155.0,15.3,21.9
2025/26,Q1,Fraser,Eagle Ridge Hospital & Health Care Centre,Hip Replacement,161.0,30.0,38.9,69.0
2025/26,Q1,Fraser,Eagle Ridge Hospital & Health Care Centre,Kidney/Bladder Stone Removal,7.0,14.0,3.4,7.4
2025/26,Q1,Fraser,Eagle Ridge Hospital & Health Care Centre,Knee - ACL Repair,37.0,31.0,7.7,21.6
2025/26,Q1,Fraser,Eagle Ridge Hospital & Health Care Centre,Knee Arthroscopy,33.0,21.0,10.7,21.9
2025/26,Q1,Fraser,Eagle Ridge Hospital & Health Care Centre,Knee Replacement,173.0,38.0,52.0,68.7
2025/26,Q1,Fraser,Eagle Ridge Hospital & Health Care Centre,Laparoscopy,12.0,9.0,8.4,29.4
2025/26,Q1,Fraser,Eagle Ridge Hospital & Health Care Centre,Laparotomy,,0.0,,
2025/26,Q1,Fraser,Eagle Ridge Hospital & Health Care Centre,Ligament Surgery,6.0,16.0,5.3,39.9
2025/26,Q1,Fraser,Eagle Ridge Hospital & Health Care Centre,Male Reproductive Surgery,6.0,13.0,2.6,9.8
2025/26,Q1,Fraser,Eagle Ridge Hospital & Health Care Centre,Mastectomy,,11.0,2.1,3.1
2025/26,Q1,Fraser,Eagle Ridge Hospital & Health Care Centre,Mastoidectomy,24.0,6.0,45.1,57.1
2025/26,Q1,Fraser,Eagle Ridge Hospital & Health Care Centre,Myringotomy,36.0,12.0,31.2,41.6
2025/26,Q1,Fraser,Eagle Ridge Hospital & Health Care Centre,Nasal Surgery,69.0,31.0,24.7,54.9
2025/26,Q1,Fraser,Eagle Ridge Hospital & Health Care Centre,Nerve Surgery,14.0,,,
2025/26,Q1,Fraser,Eagle Ridge Hospital & Health Care Centre,Oral Cavity & Pharynx Surgery,,0.0,,
2025/26,Q1,Fraser,Eagle Ridge Hospital & Health Care Centre,Other Ear Surgery,,,,
2025/26,Q1,Fraser,Eagle Ridge Hospital & Health Care Centre,Other Joint Reconstruction,71.0,33.0,6.3,31.5
2025/26,Q1,Fraser,Eagle Ridge Hospital & Health Care Centre,Other Orthopaedic Surgery,82.0,66.0,8.1,34.5
2025/26,Q1,Fraser,Eagle Ridge Hospital & Health Care Centre,Other Urology Surgery,19.0,44.0,5.6,10.9
2025/26,Q1,Fraser,Eagle Ridge Hospital & Health Care Centre,Parotidectomy,6.0,7.0,4.0,10.5
2025/26,Q1,Fraser,Eagle Ridge Hospital & Health Care Centre,Prostate Surgery,11.0,30.0,7.1,13.9
2025/26,Q1,Fraser,Eagle Ridge Hospital & Health Care Centre,Rectal Surgery,7.0,7.0,2.4,6.3
2025/26,Q1,Fraser,Eagle Ridge Hospital & Health Care Centre,Rib Resection,25.0,,,
2025/26,Q1,Fraser,Eagle Ridge Hospital & Health Care Centre,Shoulder Surgery,30.0,36.0,6.1,29.9
2025/26,Q1,Fraser,Eagle Ridge Hospital & Health Care Centre,Sinus Surgery,6.0,,,
2025/26,Q1,Fraser,Eagle Ridge Hospital & Health Care Centre,Skin Surgery,6.0,0.0,,
2025/26,Q1,Fraser,Eagle Ridge Hospital & Health Care Centre,Skin Tumour Removal,42.0,33.0,3.6,21.9
2025/26,Q1,Fraser,Eagle Ridge Hospital & Health Care Centre,Sphincterotomy,,0.0,,
2025/26,Q1,Fraser,Eagle Ridge Hospital & Health Care Centre,Spinal/Back Surgery,120.0,63.0,2.6,8.2
2025/26,Q1,Fraser,Eagle Ridge Hospital & Health Care Centre,Tendon Surgery,25.0,15.0,5.0,16.4
2025/26,Q1,Fraser,Eagle Ridge Hospital & Health Care Centre,Thyroidectomy,14.0,30.0,3.0,11.0
2025/26,Q1,Fraser,Eagle Ridge Hospital & Health Care Centre,Tonsillectomy/Adenoidectomy,168.0,60.0,26.3,48.3
2025/26,Q1,Fraser,Eagle Ridge Hospital & Health Care Centre,Tympanoplasty,55.0,12.0,34.4,58.2
2025/26,Q1,Fraser,Eagle Ridge Hospital & Health Care Centre,Uterine Surgery,156.0,83.0,14.0,42.8
2025/26,Q1,Fraser,Eagle Ridge Hospital & Health Care Centre,Vaginal Repair,52.0,30.0,17.6,34.2
2025/26,Q1,Fraser,Eagle Ridge Hospital & Health Care Centre,Varicose Veins Ligation/Stripping,193.0,56.0,4.9,52.4
2025/26,Q1,Fraser,Eagle Ridge Hospital & Health Care Centre,Wound/Laceration Care,8.0,17.0,9.4,29.8
2025/26,Q1,Fraser,Jim Pattison Outpatient Care and Surgery Centre,Abdominoplasty,,0.0,,
2025/26,Q1,Fraser,Jim Pattison Outpatient Care and Surgery Centre,All Other Procedures,53.0,74.0,4.1,15.7
2025/26,Q1,Fraser,Jim Pattison Outpatient Care and Surgery Centre,All Procedures,2028.0,1601.0,4.6,39.9
2025/26,Q1,Fraser,Jim Pattison Outpatient Care and Surgery Centre,Appendectomy,,,,
2025/26,Q1,Fraser,Jim Pattison Outpatient Care and Surgery Centre,Biopsy in OR,5.0,25.0,2.3,3.9
2025/26,Q1,Fraser,Jim Pattison Outpatient Care and Surgery Centre,Bladder Surgery,55.0,39.0,4.9,21.3
2025/26,Q1,Fraser,Jim Pattison Outpatient Care and Surgery Centre,Breast Biopsy,,6.0,6.4,12.6
2025/26,Q1,Fraser,Jim Pattison Outpatient Care and Surgery Centre,Breast Reconstruction,31.0,46.0,3.0,14.9
2025/26,Q1,Fraser,Jim Pattison Outpatient Care and Surgery Centre,Breast Reduction,134.0,106.0,4.1,26.3
2025/26,Q1,Fraser,Jim Pattison Outpatient Care and Surgery Centre,Cholecystectomy,52.0,79.0,4.0,20.2
2025/26,Q1,Fraser,Jim Pattison Outpatient Care and Surgery Centre,Cone Biopsy,,5.0,2.1,10.7
2025/26,Q1,Fraser,Jim Pattison Outpatient Care and Surgery Centre,Cyst/Ganglion Removal,,,,
2025/26,Q1,Fraser,Jim Pattison Outpatient Care and Surgery Centre,D&C and Related Surgery,28.0,103.0,2.7,8.7
2025/26,Q1,Fraser,Jim Pattison Outpatient Care and Surgery Centre,Examination Under Anaesthetic,12.0,13.0,4.6,19.2
2025/26,Q1,Fraser,Jim Pattison Outpatient Care and Surgery Centre,Excision Gynecomastia,,,,
2025/26,Q1,Fraser,Jim Pattison Outpatient Care and Surgery Centre,Excision Lesion/Tumour,9.0,6.0,3.2,24.9
2025/26,Q1,Fraser,Jim Pattison Outpatient Care and Surgery Centre,Facial Bone Reconstruction,,0.0,,
2025/26,Q1,Fraser,Jim Pattison Outpatient Care and Surgery Centre,Fallopian Tube/Ovarian Surgery,60.0,53.0,10.1,48.2
2025/26,Q1,Fraser,Jim Pattison Outpatient Care and Surgery Centre,Fistula Repair - Non Vascular,42.0,28.0,5.1,43.7
2025/26,Q1,Fraser,Jim Pattison Outpatient Care and Surgery Centre,Foot/Ankle Surgery,10.0,5.0,26.3,34.9
2025/26,Q1,Fraser,Jim Pattison Outpatient Care and Surgery Centre,Fracture Repair,5.0,13.0,0.4,4.0
2025/26,Q1,Fraser,Jim Pattison Outpatient Care and Surgery Centre,Free Flap Graft,,0.0,,
2025/26,Q1,Fraser,Jim Pattison Outpatient Care and Surgery Centre,Hand/Wrist Surgery,18.0,12.0,5.6,27.0
2025/26,Q1,Fraser,Jim Pattison Outpatient Care and Surgery Centre,Hernia Repair - Abdominal,92.0,98.0,4.1,34.6
2025/26,Q1,Fraser,Jim Pattison Outpatient Care and Surgery Centre,Kidney/Bladder Stone Removal,49.0,58.0,4.6,6.4
2025/26,Q1,Fraser,Jim Pattison Outpatient Care and Surgery Centre,Knee - ACL Repair,33.0,18.0,11.5,42.2
2025/26,Q1,Fraser,Jim Pattison Outpatient Care and Surgery Centre,Knee - Meniscectomy,7.0,,,
2025/26,Q1,Fraser,Jim Pattison Outpatient Care and Surgery Centre,Knee Arthroscopy,44.0,21.0,25.0,42.9
2025/26,Q1,Fraser,Jim Pattison Outpatient Care and Surgery Centre,Laparoscopy,,,,
2025/26,Q1,Fraser,Jim Pattison Outpatient Care and Surgery Centre,Lens & Vitreous (non-cataract) Surgery,112.0,72.0,19.0,48.8
2025/26,Q1,Fraser,Jim Pattison Outpatient Care and Surgery Centre,Ligament Surgery,5.0,,,
2025/26,Q1,Fraser,Jim Pattison Outpatient Care and Surgery Centre,Lipectomy,,0.0,,
2025/26,Q1,Fraser,Jim Pattison Outpatient Care and Surgery Centre,Male Reproductive Surgery,16.0,14.0,8.4,24.0
2025/26,Q1,Fraser,Jim Pattison Outpatient Care and Surgery Centre,Mastectomy,38.0,135.0,2.7,4.1
2025/26,Q1,Fraser,Jim Pattison Outpatient Care and Surgery Centre,Mastoidectomy,39.0,6.0,65.5,101.1
2025/26,Q1,Fraser,Jim Pattison Outpatient Care and Surgery Centre,Myringotomy,,,,
2025/26,Q1,Fraser,Jim Pattison Outpatient Care and Surgery Centre,Nasal Surgery,394.0,104.0,38.6,48.0
2025/26,Q1,Fraser,Jim Pattison Outpatient Care and Surgery Centre,Nerve Surgery,,13.0,4.0,19.2
2025/26,Q1,Fraser,Jim Pattison Outpatient Care and Surgery Centre,Other Ear Surgery,5.0,5.0,20.9,44.8
2025/26,Q1,Fraser,Jim Pattison Outpatient Care and Surgery Centre,Other Eye Surgery,7.0,17.0,3.9,5.5
2025/26,Q1,Fraser,Jim Pattison Outpatient Care and Surgery Centre,Other Joint Reconstruction,30.0,11.0,39.6,45.0
2025/26,Q1,Fraser,Jim Pattison Outpatient Care and Surgery Centre,Other Orthopaedic Surgery,66.0,40.0,5.5,32.2
2025/26,Q1,Fraser,Jim Pattison Outpatient Care and Surgery Centre,Other Urology Surgery,19.0,53.0,4.3,12.8
2025/26,Q1,Fraser,Jim Pattison Outpatient Care and Surgery Centre,Parotidectomy,14.0,5.0,21.7,44.8
2025/26,Q1,Fraser,Jim Pattison Outpatient Care and Surgery Centre,Prostate Surgery,11.0,26.0,4.9,14.4
2025/26,Q1,Fraser,Jim Pattison Outpatient Care and Surgery Centre,Rectal Surgery,23.0,27.0,4.4,18.1
2025/26,Q1,Fraser,Jim Pattison Outpatient Care and Surgery Centre,Shoulder Surgery,25.0,10.0,8.6,25.4
2025/26,Q1,Fraser,Jim Pattison Outpatient Care and Surgery Centre,Sinus Surgery,98.0,57.0,21.3,42.0
2025/26,Q1,Fraser,Jim Pattison Outpatient Care and Surgery Centre,Skin Surgery,17.0,8.0,4.6,16.2
2025/26,Q1,Fraser,Jim Pattison Outpatient Care and Surgery Centre,Skin Tumour Removal,19.0,23.0,6.1,44.1
2025/26,Q1,Fraser,Jim Pattison Outpatient Care and Surgery Centre,Sphincterotomy,6.0,,,
2025/26,Q1,Fraser,Jim Pattison Outpatient Care and Surgery Centre,Tendon Surgery,,10.0,0.8,5.1
2025/26,Q1,Fraser,Jim Pattison Outpatient Care and Surgery Centre,Thyroidectomy,14.0,15.0,14.7,27.7
2025/26,Q1,Fraser,Jim Pattison Outpatient Care and Surgery Centre,Tonsillectomy/Adenoidectomy,70.0,17.0,18.0,45.3
2025/26,Q1,Fraser,Jim Pattison Outpatient Care and Surgery Centre,Tympanoplasty,84.0,31.0,42.0,101.9
2025/26,Q1,Fraser,Jim Pattison Outpatient Care and Surgery Centre,Uterine Surgery,57.0,16.0,5.1,28.8
2025/26,Q1,Fraser,Jim Pattison Outpatient Care and Surgery Centre,Vaginal Repair,60.0,27.0,17.1,44.6
2025/26,Q1,Fraser,Jim Pattison Outpatient Care and Surgery Centre,Vascular Surgery - Other,14.0,28.0,3.1,11.3
2025/26,Q1,Fraser,Jim Pattison Outpatient Care and Surgery Centre,Wound/Laceration Care,20.0,6.0,4.4,27.2
2025/26,Q1,Fraser,Langley Memorial Hospital,Abdominoplasty,,0.0,,
2025/26,Q1,Fraser,Langley Memorial Hospital,All Other Procedures,6.0,9.0,11.1,16.1
2025/26,Q1,Fraser,Langley Memorial Hospital,All Procedures,1732.0,1610.0,6.0,24.1
2025/26,Q1,Fraser,Langley Memorial Hospital,Appendectomy,,0.0,,
2025/26,Q1,Fraser,Langley Memorial Hospital,Bladder Surgery,59.0,46.0,6.7,15.1
2025/26,Q1,Fraser,Langley Memorial Hospital,Bowel Resection,9.0,22.0,2.2,6.8
2025/26,Q1,Fraser,Langley Memorial Hospital,Breast Biopsy,,,,
2025/26,Q1,Fraser,Langley Memorial Hospital,Breast Reconstruction,5.0,,,
2025/26,Q1,Fraser,Langley Memorial Hospital,Breast Reduction,100.0,15.0,13.0,46.5
2025/26,Q1,Fraser,Langley Memorial Hospital,Cataract Surgery,329.0,619.0,3.1,20.4
2025/26,Q1,Fraser,Langley Memorial Hospital,Cholecystectomy,41.0,34.0,4.1,16.2
2025/26,Q1,Fraser,Langley Memorial Hospital,Colostomy/Ileostomy,,5.0,5.7,18.8
2025/26,Q1,Fraser,Langley Memorial Hospital,Cyst/Ganglion Removal,5.0,5.0,11.7,12.6
2025/26,Q1,Fraser,Langley Memorial Hospital,D&C and Related Surgery,29.0,45.0,5.3,10.5
2025/26,Q1,Fraser,Langley Memorial Hospital,Dental Surgery,23.0,16.0,12.4,21.9
2025/26,Q1,Fraser,Langley Memorial Hospital,Examination Under Anaesthetic,5.0,9.0,12.3,34.4
2025/26,Q1,Fraser,Langley Memorial Hospital,Excision Gynecomastia,,,,
2025/26,Q1,Fraser,Langley Memorial Hospital,Excision Lesion/Tumour,8.0,10.0,6.1,14.2
2025/26,Q1,Fraser,Langley Memorial Hospital,Facial Bone Reconstruction,12.0,8.0,18.9,27.9
2025/26,Q1,Fraser,Langley Memorial Hospital,Fallopian Tube/Ovarian Surgery,17.0,10.0,9.1,18.6
2025/26,Q1,Fraser,Langley Memorial Hospital,Fistula Repair - Non Vascular,,,,
2025/26,Q1,Fraser,Langley Memorial Hospital,Foot/Ankle Surgery,,0.0,,
2025/26,Q1,Fraser,Langley Memorial Hospital,Hand/Wrist Surgery,,,,
2025/26,Q1,Fraser,Langley Memorial Hospital,Hernia Repair - Abdominal,126.0,117.0,10.4,21.9
2025/26,Q1,Fraser,Langley Memorial Hospital,Hip Replacement,150.0,65.0,18.0,28.9
2025/26,Q1,Fraser,Langley Memorial Hospital,Kidney/Bladder Stone Removal,,7.0,9.1,13.5
2025/26,Q1,Fraser,Langley Memorial Hospital,Knee - ACL Repair,23.0,9.0,7.0,24.0
2025/26,Q1,Fraser,Langley Memorial Hospital,Knee - Meniscectomy,27.0,34.0,17.5,30.1
2025/26,Q1,Fraser,Langley Memorial Hospital,Knee Arthroscopy,36.0,,,
2025/26,Q1,Fraser,Langley Memorial Hospital,Knee Replacement,297.0,121.0,21.9,38.3
2025/26,Q1,Fraser,Langley Memorial Hospital,Laparoscopy,8.0,6.0,10.7,19.6
2025/26,Q1,Fraser,Langley Memorial Hospital,Laparotomy,,0.0,,
2025/26,Q1,Fraser,Langley Memorial Hospital,Ligament Surgery,,0.0,,
2025/26,Q1,Fraser,Langley Memorial Hospital,Male Reproductive Surgery,7.0,,,
2025/26,Q1,Fraser,Langley Memorial Hospital,Mastectomy,,0.0,,
2025/26,Q1,Fraser,Langley Memorial Hospital,Myringotomy,,,,
2025/26,Q1,Fraser,Langley Memorial Hospital,Nasal Surgery,12.0,13.0,13.4,25.1
2025/26,Q1,Fraser,Langley Memorial Hospital,Nerve Surgery,,,,
2025/26,Q1,Fraser,Langley Memorial Hospital,Other Eye Surgery,,6.0,2.6,3.6
2025/26,Q1,Fraser,Langley Memorial Hospital,Other Joint Reconstruction,11.0,,,
2025/26,Q1,Fraser,Langley Memorial Hospital,Other Orthopaedic Surgery,18.0,23.0,6.9,30.4
2025/26,Q1,Fraser,Langley Memorial Hospital,Other Urology Surgery,40.0,64.0,4.9,13.6
2025/26,Q1,Fraser,Langley Memorial Hospital,Prostate Surgery,39.0,34.0,6.4,13.1
2025/26,Q1,Fraser,Langley Memorial Hospital,Rectal Surgery,10.0,6.0,7.3,14.3
2025/26,Q1,Fraser,Langley Memorial Hospital,Shoulder Surgery,65.0,33.0,4.1,6.8
2025/26,Q1,Fraser,Langley Memorial Hospital,Sinus Surgery,,0.0,,
2025/26,Q1,Fraser,Langley Memorial Hospital,Skin Tumour Removal,9.0,19.0,8.0,18.6
2025/26,Q1,Fraser,Langley Memorial Hospital,Tendon Surgery,,,,
