fiscal_year,quarter,health_authority,hospital_name,procedure_group,waiting,completed,percentile_comp_50th,percentile_comp_90th
2025/26,Q2,Vancouver Island,Nanaimo Regional General Hospital,Other Eye Surgery,,8.0,0.6,2.0
2025/26,Q2,Vancouver Island,Nanaimo Regional General Hospital,Other Joint Reconstruction,78.0,26.0,28.6,58.6
2025/26,Q2,Vancouver Island,Nanaimo Regional General Hospital,Other Orthopaedic Surgery,122.0,62.0,15.7,49.0
2025/26,Q2,Vancouver Island,Nanaimo Regional General Hospital,Other Urology Surgery,36.0,120.0,1.3,6.0
2025/26,Q2,Vancouver Island,Nanaimo Regional General Hospital,Parotidectomy,,0.0,,
2025/26,Q2,Vancouver Island,Nanaimo Regional General Hospital,Prostate Surgery,31.0,52.0,3.9,10.7
2025/26,Q2,Vancouver Island,Nanaimo Regional General Hospital,Rectal Surgery,29.0,12.0,13.1,26.7
2025/26,Q2,Vancouver Island,Nanaimo Regional General Hospital,Shoulder Surgery,175.0,27.0,36.3,53.8
2025/26,Q2,Vancouver Island,Nanaimo Regional General Hospital,Sinus Surgery,55.0,27.0,8.7,65.9
2025/26,Q2,Vancouver Island,Nanaimo Regional General Hospital,Skin Surgery,,5.0,3.6,4.4
2025/26,Q2,Vancouver Island,Nanaimo Regional General Hospital,Skin Tumour Removal,19.0,51.0,1.9,6.4
2025/26,Q2,Vancouver Island,Nanaimo Regional General Hospital,Sphincterotomy,,,,
2025/26,Q2,Vancouver Island,Nanaimo Regional General Hospital,Tendon Surgery,6.0,9.0,8.3,19.9
2025/26,Q2,Vancouver Island,Nanaimo Regional General Hospital,Thyroidectomy,24.0,5.0,5.3,19.9
2025/26,Q2,Vancouver Island,Nanaimo Regional General Hospital,Tonsillectomy/Adenoidectomy,110.0,63.0,19.1,71.7
2025/26,Q2,Vancouver Island,Nanaimo Regional General Hospital,Tympanoplasty,28.0,6.0,37.9,46.1
2025/26,Q2,Vancouver Island,Nanaimo Regional General Hospital,Uterine Surgery,146.0,191.0,3.9,13.0
2025/26,Q2,Vancouver Island,Nanaimo Regional General Hospital,Vaginal Repair,11.0,9.0,7.1,19.6
2025/26,Q2,Vancouver Island,Nanaimo Regional General Hospital,Vascular Surgery - Other,,15.0,2.1,4.6
2025/26,Q2,Vancouver Island,Nanaimo Regional General Hospital,Wound/Laceration Care,12.0,10.0,4.4,14.9
2025/26,Q2,Vancouver Island,"North Island Hospital, Campbell River and District",Abdominoplasty,,,,
2025/26,Q2,Vancouver Island,"North Island Hospital, Campbell River and District",All Procedures,986.0,573.0,8.0,38.9
2025/26,Q2,Vancouver Island,"North Island Hospital, Campbell River and District",Biopsy in OR,,,,
2025/26,Q2,Vancouver Island,"North Island Hospital, Campbell River and District",Bowel Resection,12.0,15.0,5.9,10.8
2025/26,Q2,Vancouver Island,"North Island Hospital, Campbell River and District",Breast Reconstruction,,9.0,5.1,27.1
2025/26,Q2,Vancouver Island,"North Island Hospital, Campbell River and District",Breast Reduction,32.0,10.0,19.6,35.1
2025/26,Q2,Vancouver Island,"North Island Hospital, Campbell River and District",Cholecystectomy,15.0,19.0,3.4,16.2
2025/26,Q2,Vancouver Island,"North Island Hospital, Campbell River and District",Colostomy/Ileostomy,5.0,10.0,4.4,8.6
2025/26,Q2,Vancouver Island,"North Island Hospital, Campbell River and District",Cyst/Ganglion Removal,6.0,,,
2025/26,Q2,Vancouver Island,"North Island Hospital, Campbell River and District",D&C and Related Surgery,13.0,16.0,5.7,19.0
2025/26,Q2,Vancouver Island,"North Island Hospital, Campbell River and District",Dental Surgery,81.0,55.0,11.6,41.6
2025/26,Q2,Vancouver Island,"North Island Hospital, Campbell River and District",Examination Under Anaesthetic,,0.0,,
2025/26,Q2,Vancouver Island,"North Island Hospital, Campbell River and District",Excision Lesion/Tumour,9.0,13.0,4.4,6.9
2025/26,Q2,Vancouver Island,"North Island Hospital, Campbell River and District",Fallopian Tube/Ovarian Surgery,19.0,9.0,10.3,17.9
2025/26,Q2,Vancouver Island,"North Island Hospital, Campbell River and District",Foot/Ankle Surgery,6.0,,,
2025/26,Q2,Vancouver Island,"North Island Hospital, Campbell River and District",Foreign Body Removal Surgery,,,,
2025/26,Q2,Vancouver Island,"North Island Hospital, Campbell River and District",Fracture Repair,,,,
2025/26,Q2,Vancouver Island,"North Island Hospital, Campbell River and District",Hand/Wrist Surgery,7.0,,,
2025/26,Q2,Vancouver Island,"North Island Hospital, Campbell River and District",Hernia Repair - Abdominal,56.0,48.0,4.7,12.1
2025/26,Q2,Vancouver Island,"North Island Hospital, Campbell River and District",Hernia Repair - Hiatal,,,,
2025/26,Q2,Vancouver Island,"North Island Hospital, Campbell River and District",Hip Replacement,105.0,35.0,14.1,70.5
2025/26,Q2,Vancouver Island,"North Island Hospital, Campbell River and District",Knee - ACL Repair,6.0,,,
2025/26,Q2,Vancouver Island,"North Island Hospital, Campbell River and District",Knee Arthroscopy,19.0,10.0,12.1,17.8
2025/26,Q2,Vancouver Island,"North Island Hospital, Campbell River and District",Knee Replacement,209.0,57.0,22.3,85.0
2025/26,Q2,Vancouver Island,"North Island Hospital, Campbell River and District",Laparoscopy,6.0,,,
2025/26,Q2,Vancouver Island,"North Island Hospital, Campbell River and District",Mastectomy,9.0,14.0,3.9,9.2
2025/26,Q2,Vancouver Island,"North Island Hospital, Campbell River and District",Myringotomy,,5.0,5.0,9.2
2025/26,Q2,Vancouver Island,"North Island Hospital, Campbell River and District",Nasal Surgery,44.0,15.0,34.0,49.9
2025/26,Q2,Vancouver Island,"North Island Hospital, Campbell River and District",Nerve Surgery,55.0,20.0,12.0,27.1
2025/26,Q2,Vancouver Island,"North Island Hospital, Campbell River and District",Other Joint Reconstruction,20.0,7.0,9.3,18.4
2025/26,Q2,Vancouver Island,"North Island Hospital, Campbell River and District",Other Orthopaedic Surgery,57.0,22.0,10.9,42.9
2025/26,Q2,Vancouver Island,"North Island Hospital, Campbell River and District",Rectal Surgery,22.0,8.0,4.2,43.0
2025/26,Q2,Vancouver Island,"North Island Hospital, Campbell River and District",Shoulder Surgery,36.0,14.0,12.1,22.2
2025/26,Q2,Vancouver Island,"North Island Hospital, Campbell River and District",Sinus Surgery,,,,
2025/26,Q2,Vancouver Island,"North Island Hospital, Campbell River and District",Skin Surgery,,,,
2025/26,Q2,Vancouver Island,"North Island Hospital, Campbell River and District",Skin Tumour Removal,8.0,14.0,5.9,29.5
2025/26,Q2,Vancouver Island,"North Island Hospital, Campbell River and District",Sphincterotomy,,0.0,,
2025/26,Q2,Vancouver Island,"North Island Hospital, Campbell River and District",Spinal/Back Surgery,,,,
2025/26,Q2,Vancouver Island,"North Island Hospital, Campbell River and District",Tendon Surgery,6.0,,,
2025/26,Q2,Vancouver Island,"North Island Hospital, Campbell River and District",Thyroidectomy,,,,
2025/26,Q2,Vancouver Island,"North Island Hospital, Campbell River and District",Tonsillectomy/Adenoidectomy,14.0,22.0,12.0,19.7
2025/26,Q2,Vancouver Island,"North Island Hospital, Campbell River and District",Uterine Surgery,51.0,70.0,3.7,28.3
2025/26,Q2,Vancouver Island,"North Island Hospital, Campbell River and District",Vaginal Repair,16.0,7.0,16.3,23.2
2025/26,Q2,Vancouver Island,"North Island Hospital, Campbell River and District",Varicose Veins Ligation/Stripping,,,,
2025/26,Q2,Vancouver Island,"North Island Hospital, Campbell River and District",Vascular Surgery - Other,,7.0,2.3,7.7
2025/26,Q2,Vancouver Island,"North Island Hospital, Campbell River and District",Wound/Laceration Care,,,,
2025/26,Q2,Vancouver Island,"North Island Hospital, Comox Valley",All Other Procedures,42.0,31.0,9.0,23.1
2025/26,Q2,Vancouver Island,"North Island Hospital, Comox Valley",All Procedures,2379.0,1744.0,9.3,28.0
2025/26,Q2,Vancouver Island,"North Island Hospital, Comox Valley",Bariatric Surgery,,,,
2025/26,Q2,Vancouver Island,"North Island Hospital, Comox Valley",Biopsy in OR,5.0,9.0,2.9,6.2
2025/26,Q2,Vancouver Island,"North Island Hospital, Comox Valley",Bladder Surgery,30.0,63.0,3.3,14.1
2025/26,Q2,Vancouver Island,"North Island Hospital, Comox Valley",Bowel Resection,9.0,8.0,4.0,6.2
2025/26,Q2,Vancouver Island,"North Island Hospital, Comox Valley",Breast Biopsy,,,,
2025/26,Q2,Vancouver Island,"North Island Hospital, Comox Valley",Cataract Surgery,863.0,693.0,10.3,29.6
2025/26,Q2,Vancouver Island,"North Island Hospital, Comox Valley",Cholecystectomy,26.0,22.0,9.6,18.0
2025/26,Q2,Vancouver Island,"North Island Hospital, Comox Valley",Colostomy/Ileostomy,,,,
2025/26,Q2,Vancouver Island,"North Island Hospital, Comox Valley",Cone Biopsy,,7.0,6.3,16.6
2025/26,Q2,Vancouver Island,"North Island Hospital, Comox Valley",Cyst/Ganglion Removal,8.0,7.0,4.9,10.7
2025/26,Q2,Vancouver Island,"North Island Hospital, Comox Valley",D&C and Related Surgery,8.0,16.0,10.1,19.9
2025/26,Q2,Vancouver Island,"North Island Hospital, Comox Valley",Dental Surgery,115.0,59.0,18.0,29.7
2025/26,Q2,Vancouver Island,"North Island Hospital, Comox Valley",Examination Under Anaesthetic,9.0,,,
2025/26,Q2,Vancouver Island,"North Island Hospital, Comox Valley",Excision Lesion/Tumour,8.0,7.0,6.1,14.1
2025/26,Q2,Vancouver Island,"North Island Hospital, Comox Valley",Fallopian Tube/Ovarian Surgery,15.0,27.0,8.0,24.8
2025/26,Q2,Vancouver Island,"North Island Hospital, Comox Valley",Foot/Ankle Surgery,10.0,,,
2025/26,Q2,Vancouver Island,"North Island Hospital, Comox Valley",Foreign Body Removal Surgery,,9.0,0.6,1.5
2025/26,Q2,Vancouver Island,"North Island Hospital, Comox Valley",Fracture Repair,,,,
2025/26,Q2,Vancouver Island,"North Island Hospital, Comox Valley",Hernia Repair - Abdominal,137.0,107.0,8.1,17.2
2025/26,Q2,Vancouver Island,"North Island Hospital, Comox Valley",Hernia Repair - Hiatal,9.0,8.0,16.5,25.1
2025/26,Q2,Vancouver Island,"North Island Hospital, Comox Valley",Hip Replacement,160.0,48.0,21.4,35.8
2025/26,Q2,Vancouver Island,"North Island Hospital, Comox Valley",Kidney/Bladder Stone Removal,33.0,44.0,3.4,15.2
2025/26,Q2,Vancouver Island,"North Island Hospital, Comox Valley",Knee - ACL Repair,26.0,5.0,28.3,39.0
2025/26,Q2,Vancouver Island,"North Island Hospital, Comox Valley",Knee - Meniscectomy,,6.0,4.2,21.2
2025/26,Q2,Vancouver Island,"North Island Hospital, Comox Valley",Knee Arthroscopy,56.0,31.0,16.3,39.1
2025/26,Q2,Vancouver Island,"North Island Hospital, Comox Valley",Knee Replacement,305.0,84.0,18.9,40.8
2025/26,Q2,Vancouver Island,"North Island Hospital, Comox Valley",Laparoscopy,,,,
2025/26,Q2,Vancouver Island,"North Island Hospital, Comox Valley",Male Reproductive Surgery,18.0,8.0,5.2,14.8
2025/26,Q2,Vancouver Island,"North Island Hospital, Comox Valley",Mastectomy,5.0,24.0,3.1,7.3
2025/26,Q2,Vancouver Island,"North Island Hospital, Comox Valley",Mastoidectomy,,,,
2025/26,Q2,Vancouver Island,"North Island Hospital, Comox Valley",Nasal Surgery,8.0,5.0,8.9,22.0
2025/26,Q2,Vancouver Island,"North Island Hospital, Comox Valley",Oral Cavity & Pharynx Surgery,,,,
2025/26,Q2,Vancouver Island,"North Island Hospital, Comox Valley",Other Ear Surgery,,0.0,,
2025/26,Q2,Vancouver Island,"North Island Hospital, Comox Valley",Other Eye Surgery,51.0,25.0,10.0,40.4
2025/26,Q2,Vancouver Island,"North Island Hospital, Comox Valley",Other Joint Reconstruction,29.0,10.0,11.5,26.2
2025/26,Q2,Vancouver Island,"North Island Hospital, Comox Valley",Other Orthopaedic Surgery,39.0,22.0,7.1,25.0
2025/26,Q2,Vancouver Island,"North Island Hospital, Comox Valley",Other Urology Surgery,34.0,52.0,4.1,15.0
2025/26,Q2,Vancouver Island,"North Island Hospital, Comox Valley",Prostate Surgery,91.0,88.0,3.9,15.1
2025/26,Q2,Vancouver Island,"North Island Hospital, Comox Valley",Rectal Surgery,14.0,15.0,8.6,22.0
2025/26,Q2,Vancouver Island,"North Island Hospital, Comox Valley",Shoulder Surgery,31.0,6.0,21.4,41.0
2025/26,Q2,Vancouver Island,"North Island Hospital, Comox Valley",Sinus Surgery,,6.0,10.0,18.1
2025/26,Q2,Vancouver Island,"North Island Hospital, Comox Valley",Skin Tumour Removal,,7.0,8.6,20.5
2025/26,Q2,Vancouver Island,"North Island Hospital, Comox Valley",Tendon Surgery,8.0,0.0,,
2025/26,Q2,Vancouver Island,"North Island Hospital, Comox Valley",Thyroidectomy,,5.0,5.9,12.5
2025/26,Q2,Vancouver Island,"North Island Hospital, Comox Valley",Tonsillectomy/Adenoidectomy,,10.0,5.8,9.7
2025/26,Q2,Vancouver Island,"North Island Hospital, Comox Valley",Tympanoplasty,,0.0,,
2025/26,Q2,Vancouver Island,"North Island Hospital, Comox Valley",Uterine Surgery,114.0,117.0,12.3,26.7
2025/26,Q2,Vancouver Island,"North Island Hospital, Comox Valley",Vaginal Repair,23.0,15.0,21.9,40.0
2025/26,Q2,Vancouver Island,"North Island Hospital, Comox Valley",Vascular Surgery - Other,,10.0,1.5,2.4
2025/26,Q2,Vancouver Island,"North Island Hospital, Comox Valley",Wound/Laceration Care,7.0,,,
2025/26,Q2,Vancouver Island,Royal Jubilee Hospital,Abdominoplasty,12.0,5.0,4.0,35.8
2025/26,Q2,Vancouver Island,Royal Jubilee Hospital,All Other Procedures,114.0,115.0,5.1,16.4
2025/26,Q2,Vancouver Island,Royal Jubilee Hospital,All Procedures,3903.0,3458.0,5.6,28.2
2025/26,Q2,Vancouver Island,Royal Jubilee Hospital,Aortic Aneurysm Repair,11.0,12.0,6.2,12.3
2025/26,Q2,Vancouver Island,Royal Jubilee Hospital,Appendectomy,,,,
2025/26,Q2,Vancouver Island,Royal Jubilee Hospital,Bariatric Surgery,20.0,25.0,15.7,32.7
2025/26,Q2,Vancouver Island,Royal Jubilee Hospital,Biopsy in OR,18.0,34.0,2.3,9.0
2025/26,Q2,Vancouver Island,Royal Jubilee Hospital,Bladder Surgery,14.0,49.0,3.7,8.2
2025/26,Q2,Vancouver Island,Royal Jubilee Hospital,Bowel Resection,36.0,45.0,3.9,29.1
2025/26,Q2,Vancouver Island,Royal Jubilee Hospital,Breast Reconstruction,24.0,7.0,24.7,32.3
2025/26,Q2,Vancouver Island,Royal Jubilee Hospital,Breast Reduction,35.0,30.0,4.6,29.1
2025/26,Q2,Vancouver Island,Royal Jubilee Hospital,Cataract Surgery,1664.0,1436.0,4.3,31.0
2025/26,Q2,Vancouver Island,Royal Jubilee Hospital,Cholecystectomy,12.0,9.0,9.0,30.3
2025/26,Q2,Vancouver Island,Royal Jubilee Hospital,Colostomy/Ileostomy,6.0,0.0,,
2025/26,Q2,Vancouver Island,Royal Jubilee Hospital,Cyst/Ganglion Removal,7.0,,,
2025/26,Q2,Vancouver Island,Royal Jubilee Hospital,Dental Surgery,,,,
2025/26,Q2,Vancouver Island,Royal Jubilee Hospital,Endarterectomy,23.0,51.0,3.3,11.0
2025/26,Q2,Vancouver Island,Royal Jubilee Hospital,Esophagectomy,27.0,6.0,14.0,18.0
2025/26,Q2,Vancouver Island,Royal Jubilee Hospital,Excision Gynecomastia,,,,
2025/26,Q2,Vancouver Island,Royal Jubilee Hospital,Excision Lesion/Tumour,25.0,25.0,4.1,47.7
2025/26,Q2,Vancouver Island,Royal Jubilee Hospital,Facial Bone Reconstruction,,,,
2025/26,Q2,Vancouver Island,Royal Jubilee Hospital,Free Flap Graft,,,,
2025/26,Q2,Vancouver Island,Royal Jubilee Hospital,Gastrostomy/Jejunostomy,,,,
2025/26,Q2,Vancouver Island,Royal Jubilee Hospital,Hand/Wrist Surgery,15.0,21.0,2.3,4.0
2025/26,Q2,Vancouver Island,Royal Jubilee Hospital,Hernia Repair - Abdominal,60.0,47.0,6.0,40.8
2025/26,Q2,Vancouver Island,Royal Jubilee Hospital,Hernia Repair - Hiatal,79.0,24.0,20.0,46.8
2025/26,Q2,Vancouver Island,Royal Jubilee Hospital,Hip Replacement,222.0,266.0,10.5,20.7
2025/26,Q2,Vancouver Island,Royal Jubilee Hospital,Kidney/Bladder Stone Removal,36.0,51.0,5.0,18.3
2025/26,Q2,Vancouver Island,Royal Jubilee Hospital,Knee - ACL Repair,,0.0,,
2025/26,Q2,Vancouver Island,Royal Jubilee Hospital,Knee Arthroscopy,8.0,,,
2025/26,Q2,Vancouver Island,Royal Jubilee Hospital,Knee Replacement,372.0,331.0,11.1,23.6
2025/26,Q2,Vancouver Island,Royal Jubilee Hospital,Lens & Vitreous (non-cataract) Surgery,161.0,197.0,6.0,30.5
2025/26,Q2,Vancouver Island,Royal Jubilee Hospital,Lipectomy,,0.0,,
2025/26,Q2,Vancouver Island,Royal Jubilee Hospital,Male Reproductive Surgery,12.0,5.0,3.1,38.2
2025/26,Q2,Vancouver Island,Royal Jubilee Hospital,Mastectomy,,22.0,2.2,11.0
2025/26,Q2,Vancouver Island,Royal Jubilee Hospital,Myringotomy,7.0,0.0,,
2025/26,Q2,Vancouver Island,Royal Jubilee Hospital,Nasal Surgery,31.0,16.0,12.9,46.1
2025/26,Q2,Vancouver Island,Royal Jubilee Hospital,Nerve Surgery,11.0,13.0,2.6,4.5
2025/26,Q2,Vancouver Island,Royal Jubilee Hospital,Oral Cavity & Pharynx Surgery,,,,
2025/26,Q2,Vancouver Island,Royal Jubilee Hospital,Other Ear Surgery,,0.0,,
2025/26,Q2,Vancouver Island,Royal Jubilee Hospital,Other Eye Surgery,162.0,133.0,3.6,26.3
2025/26,Q2,Vancouver Island,Royal Jubilee Hospital,Other Joint Reconstruction,5.0,8.0,1.2,6.1
2025/26,Q2,Vancouver Island,Royal Jubilee Hospital,Other Orthopaedic Surgery,32.0,31.0,2.1,15.0
2025/26,Q2,Vancouver Island,Royal Jubilee Hospital,Other Urology Surgery,28.0,44.0,4.5,18.3
2025/26,Q2,Vancouver Island,Royal Jubilee Hospital,Parotidectomy,28.0,15.0,8.3,48.2
2025/26,Q2,Vancouver Island,Royal Jubilee Hospital,Prostate Surgery,102.0,44.0,4.6,13.0
2025/26,Q2,Vancouver Island,Royal Jubilee Hospital,Rectal Surgery,7.0,5.0,2.0,14.0
2025/26,Q2,Vancouver Island,Royal Jubilee Hospital,Scope of Chest,62.0,79.0,6.1,10.4
2025/26,Q2,Vancouver Island,Royal Jubilee Hospital,Sinus Surgery,35.0,,,
2025/26,Q2,Vancouver Island,Royal Jubilee Hospital,Skin Surgery,5.0,12.0,1.6,8.1
2025/26,Q2,Vancouver Island,Royal Jubilee Hospital,Skin Tumour Removal,27.0,29.0,1.9,12.2
2025/26,Q2,Vancouver Island,Royal Jubilee Hospital,Tendon Surgery,,,,
2025/26,Q2,Vancouver Island,Royal Jubilee Hospital,Thoracotomy,,,,
2025/26,Q2,Vancouver Island,Royal Jubilee Hospital,Thyroidectomy,79.0,31.0,8.7,51.1
2025/26,Q2,Vancouver Island,Royal Jubilee Hospital,Tonsillectomy/Adenoidectomy,96.0,12.0,24.8,48.7
2025/26,Q2,Vancouver Island,Royal Jubilee Hospital,Varicose Veins Ligation/Stripping,86.0,59.0,4.7,26.3
2025/26,Q2,Vancouver Island,Royal Jubilee Hospital,Vascular Bypass Graft - Non Cardiac,24.0,25.0,4.0,16.7
2025/26,Q2,Vancouver Island,Royal Jubilee Hospital,Vascular Surgery - Other,37.0,47.0,2.7,9.3
2025/26,Q2,Vancouver Island,Royal Jubilee Hospital,Wound/Laceration Care,,6.0,1.9,8.1
2025/26,Q2,Vancouver Island,Saanich Peninsula Hospital,Abdominoplasty,,,,
2025/26,Q2,Vancouver Island,Saanich Peninsula Hospital,All Other Procedures,13.0,,,
2025/26,Q2,Vancouver Island,Saanich Peninsula Hospital,All Procedures,1008.0,987.0,7.7,31.6
2025/26,Q2,Vancouver Island,Saanich Peninsula Hospital,Appendectomy,,,,
2025/26,Q2,Vancouver Island,Saanich Peninsula Hospital,Biopsy in OR,16.0,10.0,13.9,36.6
2025/26,Q2,Vancouver Island,Saanich Peninsula Hospital,Bladder Surgery,,5.0,37.1,42.0
2025/26,Q2,Vancouver Island,Saanich Peninsula Hospital,Breast Biopsy,,0.0,,
2025/26,Q2,Vancouver Island,Saanich Peninsula Hospital,Breast Reconstruction,,,,
2025/26,Q2,Vancouver Island,Saanich Peninsula Hospital,Breast Reduction,29.0,20.0,6.6,42.0
2025/26,Q2,Vancouver Island,Saanich Peninsula Hospital,Cataract Surgery,118.0,201.0,4.9,14.6
2025/26,Q2,Vancouver Island,Saanich Peninsula Hospital,Cholecystectomy,25.0,24.0,11.1,39.4
2025/26,Q2,Vancouver Island,Saanich Peninsula Hospital,Cone Biopsy,6.0,5.0,9.1,41.5
2025/26,Q2,Vancouver Island,Saanich Peninsula Hospital,Cyst/Ganglion Removal,15.0,16.0,5.7,14.0
2025/26,Q2,Vancouver Island,Saanich Peninsula Hospital,D&C and Related Surgery,31.0,19.0,9.9,25.7
2025/26,Q2,Vancouver Island,Saanich Peninsula Hospital,Dental Surgery,167.0,85.0,13.7,27.0
2025/26,Q2,Vancouver Island,Saanich Peninsula Hospital,Examination Under Anaesthetic,,,,
2025/26,Q2,Vancouver Island,Saanich Peninsula Hospital,Excision Lesion/Tumour,,,,
2025/26,Q2,Vancouver Island,Saanich Peninsula Hospital,Fallopian Tube/Ovarian Surgery,50.0,23.0,17.1,48.8
2025/26,Q2,Vancouver Island,Saanich Peninsula Hospital,Foot/Ankle Surgery,,6.0,4.4,11.2
2025/26,Q2,Vancouver Island,Saanich Peninsula Hospital,Hand/Wrist Surgery,14.0,58.0,4.0,7.1
2025/26,Q2,Vancouver Island,Saanich Peninsula Hospital,Hernia Repair - Abdominal,81.0,62.0,23.6,41.3
2025/26,Q2,Vancouver Island,Saanich Peninsula Hospital,Knee - ACL Repair,,6.0,12.9,21.1
2025/26,Q2,Vancouver Island,Saanich Peninsula Hospital,Knee - Meniscectomy,,,,
2025/26,Q2,Vancouver Island,Saanich Peninsula Hospital,Knee Arthroscopy,23.0,39.0,10.9,32.3
2025/26,Q2,Vancouver Island,Saanich Peninsula Hospital,Laparoscopy,19.0,15.0,17.1,39.5
2025/26,Q2,Vancouver Island,Saanich Peninsula Hospital,Mastectomy,21.0,35.0,2.0,4.9
2025/26,Q2,Vancouver Island,Saanich Peninsula Hospital,Nasal Surgery,6.0,,,
2025/26,Q2,Vancouver Island,Saanich Peninsula Hospital,Other Eye Surgery,64.0,49.0,7.6,25.1
2025/26,Q2,Vancouver Island,Saanich Peninsula Hospital,Other Joint Reconstruction,18.0,21.0,7.4,16.7
2025/26,Q2,Vancouver Island,Saanich Peninsula Hospital,Other Orthopaedic Surgery,30.0,37.0,5.3,11.9
2025/26,Q2,Vancouver Island,Saanich Peninsula Hospital,Rectal Surgery,22.0,13.0,10.1,24.2
2025/26,Q2,Vancouver Island,Saanich Peninsula Hospital,Skin Surgery,,,,
2025/26,Q2,Vancouver Island,Saanich Peninsula Hospital,Skin Tumour Removal,,17.0,4.7,7.5
2025/26,Q2,Vancouver Island,Saanich Peninsula Hospital,Tendon Surgery,6.0,,,
2025/26,Q2,Vancouver Island,Saanich Peninsula Hospital,Uterine Surgery,170.0,164.0,10.7,29.0
2025/26,Q2,Vancouver Island,Saanich Peninsula Hospital,Vaginal Repair,28.0,18.0,39.9,59.9
2025/26,Q2,Vancouver Island,Saanich Peninsula Hospital,Wound/Laceration Care,,,,
2025/26,Q2,Vancouver Island,South Island Surgical Centre,Abdominoplasty,,7.0,6.9,9.7
2025/26,Q2,Vancouver Island,South Island Surgical Centre,All Other Procedures,,0.0,,
2025/26,Q2,Vancouver Island,South Island Surgical Centre,All Procedures,1135.0,517.0,9.7,42.7
2025/26,Q2,Vancouver Island,South Island Surgical Centre,Biopsy in OR,7.0,,,
2025/26,Q2,Vancouver Island,South Island Surgical Centre,Breast Biopsy,,,,
2025/26,Q2,Vancouver Island,South Island Surgical Centre,Breast Reconstruction,19.0,,,
2025/26,Q2,Vancouver Island,South Island Surgical Centre,Breast Reduction,54.0,33.0,7.4,50.0
2025/26,Q2,Vancouver Island,South Island Surgical Centre,Cholecystectomy,11.0,6.0,9.9,13.2
2025/26,Q2,Vancouver Island,South Island Surgical Centre,Cyst/Ganglion Removal,8.0,6.0,10.1,31.6
2025/26,Q2,Vancouver Island,South Island Surgical Centre,Dental Surgery,108.0,33.0,21.7,49.0
2025/26,Q2,Vancouver Island,South Island Surgical Centre,Excision Gynecomastia,6.0,,,
2025/26,Q2,Vancouver Island,South Island Surgical Centre,Excision Lesion/Tumour,5.0,,,
2025/26,Q2,Vancouver Island,South Island Surgical Centre,Foreign Body Removal Surgery,,0.0,,
2025/26,Q2,Vancouver Island,South Island Surgical Centre,Fracture Repair,,,,
2025/26,Q2,Vancouver Island,South Island Surgical Centre,Free Flap Graft,,0.0,,
2025/26,Q2,Vancouver Island,South Island Surgical Centre,Hand/Wrist Surgery,12.0,17.0,5.0,6.4
2025/26,Q2,Vancouver Island,South Island Surgical Centre,Hernia Repair - Abdominal,64.0,50.0,4.8,23.9
2025/26,Q2,Vancouver Island,South Island Surgical Centre,Knee - ACL Repair,61.0,48.0,8.0,12.4
2025/26,Q2,Vancouver Island,South Island Surgical Centre,Knee - Meniscectomy,71.0,16.0,11.3,30.8
2025/26,Q2,Vancouver Island,South Island Surgical Centre,Knee Arthroscopy,39.0,24.0,9.6,16.1
2025/26,Q2,Vancouver Island,South Island Surgical Centre,Lipectomy,7.0,,,
2025/26,Q2,Vancouver Island,South Island Surgical Centre,Male Reproductive Surgery,18.0,13.0,27.9,67.7
2025/26,Q2,Vancouver Island,South Island Surgical Centre,Mastectomy,,0.0,,
2025/26,Q2,Vancouver Island,South Island Surgical Centre,Myringotomy,,0.0,,
2025/26,Q2,Vancouver Island,South Island Surgical Centre,Nasal Surgery,44.0,14.0,19.2,40.1
2025/26,Q2,Vancouver Island,South Island Surgical Centre,Other Ear Surgery,,,,
2025/26,Q2,Vancouver Island,South Island Surgical Centre,Other Eye Surgery,26.0,11.0,11.1,21.7
2025/26,Q2,Vancouver Island,South Island Surgical Centre,Other Joint Reconstruction,16.0,17.0,7.3,17.8
2025/26,Q2,Vancouver Island,South Island Surgical Centre,Other Orthopaedic Surgery,30.0,32.0,7.2,17.5
2025/26,Q2,Vancouver Island,South Island Surgical Centre,Other Urology Surgery,,,,
2025/26,Q2,Vancouver Island,South Island Surgical Centre,Rectal Surgery,6.0,6.0,5.3,19.5
2025/26,Q2,Vancouver Island,South Island Surgical Centre,Shoulder Surgery,75.0,27.0,23.7,35.0
2025/26,Q2,Vancouver Island,South Island Surgical Centre,Sinus Surgery,33.0,9.0,43.9,61.1
2025/26,Q2,Vancouver Island,South Island Surgical Centre,Skin Surgery,5.0,5.0,1.1,5.7
2025/26,Q2,Vancouver Island,South Island Surgical Centre,Skin Tumour Removal,14.0,12.0,4.8,15.9
2025/26,Q2,Vancouver Island,South Island Surgical Centre,Tendon Surgery,,,,
2025/26,Q2,Vancouver Island,South Island Surgical Centre,Varicose Veins Ligation/Stripping,376.0,103.0,16.1,52.1
2025/26,Q2,Vancouver Island,South Island Surgical Centre,Wound/Laceration Care,6.0,5.0,29.3,96.1
2025/26,Q2,Vancouver Island,Victoria General Hospital,All Other Procedures,129.0,131.0,4.1,23.0
2025/26,Q2,Vancouver Island,Victoria General Hospital,All Procedures,3380.0,1900.0,6.5,32.0
2025/26,Q2,Vancouver Island,Victoria General Hospital,Appendectomy,6.0,,,
2025/26,Q2,Vancouver Island,Victoria General Hospital,Bariatric Surgery,16.0,13.0,14.4,26.6
